text;label
"Не шевелись, механик, пока идёт диагностика.",Подождите
"Постой на месте, механик, не трогай панель управления.",Подождите
"инженер, стой спокойно, я закрою клапаны.",Подождите
"Стой на месте, механик, не открывай дверь.",Подождите
"Подожди пару секунд, я закрою люк.",Подождите
"Оставайся у шлюза, Оливия, не заходи внутрь.",Подождите
"пилот, подожди подтверждения герметизации.",Подождите
"Жди подтверждения от капитана, электрик.",Подождите
"Не двигайся, Харпер, идёт продувка.",Подождите
"медик, стой спокойно, я закрою клапаны.",Подождите
"Леон, не двигайся, пока не проверим отсек.",Подождите
"Иван, стой спокойно, идёт выравнивание давления.",Подождите
"Джек, оставайся в отсеке до моего сигнала.",Подождите
"Ожидай у двери, пока я осматриваю стенку.",Подождите
"Джек, стой на месте, пока я проверяю отсек.",Подождите
"пилот, не лезь пока, жди моего приказа.",Подождите
"Жди подтверждения от капитана, капитан.",Подождите
"медик, подожди подтверждения герметизации.",Подождите
"Постой на месте, офицер, не трогай панель управления.",Подождите
"Оливия, не шевелись, уровень воды нестабилен.",Подождите
"Оставайся у шлюза, Джек, не заходи внутрь.",Подождите
"Леон, стой спокойно, идёт выравнивание давления.",Подождите
"Не шевелись, пилот, пока идёт диагностика.",Подождите
"Подожди, пока насос завершит цикл.",Подождите
"Жди, пока насос откачает воду.",Подождите
"Ричард, не двигайся, пока не проверим отсек.",Подождите
"офицер, подожди, давление ещё не стабилизировалось.",Подождите
"электрик, стой спокойно, я закрою клапаны.",Подождите
"механик, подожди, давление ещё не стабилизировалось.",Подождите
"Жди подтверждения от капитана, инженер.",Подождите
"Харпер, не двигайся, пока не проверим отсек.",Подождите
"Не шевелись, медик, пока идёт диагностика.",Подождите
"механик, стой спокойно, я закрою клапаны.",Подождите
"Иван, подожди сигнала перед выходом.",Подождите
"Грейс, не шевелись, герметизация не завершена.",Подождите
"Харпер, не шевелись, уровень воды нестабилен.",Подождите
"Харпер, не шевелись, герметизация не завершена.",Подождите
"Леон, не шевелись, уровень воды нестабилен.",Подождите
"Постой у консоли, Иван, не нажимай ничего.",Подождите
"механик, жди команды, не двигайся пока.",Подождите
"офицер, подожди подтверждения герметизации.",Подождите
"Постой у консоли, Оливия, не нажимай ничего.",Подождите
"Жди подтверждения от капитана, офицер.",Подождите
"Иван, не двигайся, жди когда я дам сигнал.",Подождите
"Жди, пока датчики покажут стабильность.",Подождите
"Оставайся у шлюза, Митчел, не заходи внутрь.",Подождите
"Оставайся на месте, Свен, шлюз ещё закрыт.",Подождите
"медик, стой спокойно, пока я осматриваю систему.",Подождите
"Свен, не шевелись, уровень воды нестабилен.",Подождите
"Оставайся у шлюза, Ричард, не заходи внутрь.",Подождите
"Оставайся на месте, Леон, шлюз ещё закрыт.",Подождите
"Оставайся на месте, Митчел, шлюз ещё закрыт.",Подождите
"Не двигайся, Джек, идёт продувка.",Подождите
"инженер, не лезь пока, жди моего приказа.",Подождите
"Свен, не двигайся, пока не проверим отсек.",Подождите
"Свен, не шевелись, герметизация не завершена.",Подождите
"электрик, стой спокойно, пока я осматриваю систему.",Подождите
"Оливия, не шевелись, герметизация не завершена.",Подождите
"Постой у консоли, Ричард, не нажимай ничего.",Подождите
"Жди возле двери, не трогай замки.",Подождите
"Не двигайся, Леон, идёт продувка.",Подождите
"Митчел, не шевелись, уровень воды нестабилен.",Подождите
"Не двигайся, Грейс, идёт продувка.",Подождите
"Харпер, подожди сигнала перед выходом.",Подождите
"инженер, замри, пока не откроется дверь.",Подождите
"инженер, подожди, давление ещё не стабилизировалось.",Подождите
"Подожди немного, давление ещё растёт.",Подождите
"Жди, пока шлюз не продуется полностью.",Подождите
"Ричард, оставайся в отсеке до моего сигнала.",Подождите
"электрик, замри, пока не откроется дверь.",Подождите
"офицер, жди команды, не двигайся пока.",Подождите
"Не двигайся, пока сигнал не сменится на зелёный.",Подождите
"Оливия, не двигайся, пока не проверим отсек.",Подождите
"Митчел, стой спокойно, идёт выравнивание давления.",Подождите
"Грейс, не двигайся, жди когда я дам сигнал.",Подождите
"инженер, подожди подтверждения герметизации.",Подождите
"инженер, жди команды, не двигайся пока.",Подождите
"Джек, не двигайся, пока не проверим отсек.",Подождите
"Свен, оставайся в отсеке до моего сигнала.",Подождите
"Митчел, не двигайся, пока не проверим отсек.",Подождите
"Жди подтверждения от капитана, пилот.",Подождите
"Не шевелись, инженер, пока идёт диагностика.",Подождите
"Леон, не двигайся, жди когда я дам сигнал.",Подождите
"Стой на месте, медик, не открывай дверь.",Подождите
"Митчел, не двигайся, жди когда я дам сигнал.",Подождите
"капитан, замри, пока не откроется дверь.",Подождите
"пилот, замри, пока не откроется дверь.",Подождите
"Стой на месте, капитан, не открывай дверь.",Подождите
"Постой у консоли, Леон, не нажимай ничего.",Подождите
"Ричард, стой спокойно, идёт выравнивание давления.",Подождите
"Подожди немного, я открою шлюз позже.",Подождите
"Стой на месте, офицер, не открывай дверь.",Подождите
"Джек, подожди сигнала перед выходом.",Подождите
"Грейс, не шевелись, уровень воды нестабилен.",Подождите
"Подожди немного, офицер, там может быть утечка.",Подождите
"Иван, оставайся в отсеке до моего сигнала.",Подождите
"Грейс, не двигайся, пока не проверим отсек.",Подождите
"пилот, жди команды, не двигайся пока.",Подождите
"Оставайся у шлюза, Грейс, не заходи внутрь.",Подождите
"офицер, стой спокойно, я закрою клапаны.",Подождите
Джек, не шевелись, уровень воды нестабилен.",Подождите
""Оливия, подожди сигнала перед выходом.",Подождите
"Грейс, оставайся в отсеке до моего сигнала.",Подождите
"капитан, подожди, давление ещё не стабилизировалось.",Подождите
"Оставайся у шлюза, Свен, не заходи внутрь.",Подождите
"Иван, стой на месте, пока я проверяю отсек.",Подождите
"электрик, не лезь пока, жди моего приказа.",Подождите
"Грейс, стой спокойно, идёт выравнивание давления.",Подождите
"медик, жди команды, не двигайся пока.",Подождите
"Митчел, оставайся в отсеке до моего сигнала.",Подождите
"Иван, не шевелись, герметизация не завершена.",Подождите
"Не двигайся, Оливия, идёт продувка.",Подождите
"Иван, не двигайся, пока не проверим отсек.",Подождите
"Не двигайся, Иван, идёт продувка.",Подождите
"Не шевелись, электрик, пока идёт диагностика.",Подождите
"Оставайся на месте, Ричард, шлюз ещё закрыт.",Подождите
"Митчел, стой на месте, пока я проверяю отсек.",Подождите
"медик, не лезь пока, жди моего приказа.",Подождите
"Постой немного, я проверю уровень воды.",Подождите
"Леон, не шевелись, герметизация не завершена.",Подождите
"инженер, стой спокойно, пока я осматриваю систему.",Подождите
"Джек, не шевелись, герметизация не завершена.",Подождите
"Подожди немного, пилот, там может быть утечка.",Подождите
"Не двигайся, Свен, идёт продувка.",Подождите
"пилот, подожди, давление ещё не стабилизировалось.",Подождите
"Стой на месте, инженер, не открывай дверь.",Подождите
"Митчел, не шевелись, герметизация не завершена.",Подождите
"Харпер, стой спокойно, идёт выравнивание давления.",Подождите
"Ричард, стой на месте, пока я проверяю отсек.",Подождите
"Оставайся у шлюза, Леон, не заходи внутрь.",Подождите
"пилот, стой спокойно, я закрою клапаны.",Подождите
"медик, подожди, давление ещё не стабилизировалось.",Подождите
"офицер, замри, пока не откроется дверь.",Подождите
"Ожидай у шлюза, не двигайся.",Подождите
"Подожди немного, инженер, там может быть утечка.",Подождите
"капитан, подожди подтверждения герметизации.",Подождите
"Свен, стой спокойно, идёт выравнивание давления.",Подождите
"Оставайся у шлюза, Харпер, не заходи внутрь.",Подождите
"Не двигайся, Ричард, идёт продувка.",Подождите
"Оставайся на месте, Харпер, шлюз ещё закрыт.",Подождите
"медик, замри, пока не откроется дверь.",Подождите
"пилот, стой спокойно, пока я осматриваю систему.",Подождите
"Подожди немного, электрик, там может быть утечка.",Подождите
"Оливия, не двигайся, жди когда я дам сигнал.",Подождите
"Леон, стой на месте, пока я проверяю отсек.",Подождите
"капитан, стой спокойно, пока я осматриваю систему.",Подождите
"Грейс, стой на месте, пока я проверяю отсек.",Подождите
"Стой на месте, пилот, не открывай дверь.",Подождите
"электрик, подожди подтверждения герметизации.",Подождите
"Стой на месте, электрик, не открывай дверь.",Подождите
"капитан, не лезь пока, жди моего приказа.",Подождите
"электрик, жди команды, не двигайся пока.",Подождите
"Постой у консоли, Митчел, не нажимай ничего.",Подождите
"офицер, не лезь пока, жди моего приказа.",Подождите
"Постой на месте, инженер, не трогай панель управления.",Подождите
"Джек, стой спокойно, идёт выравнивание давления.",Подождите
"электрик, подожди, давление ещё не стабилизировалось.",Подождите
"Постой у консоли, Джек, не нажимай ничего.",Подождите
"Оставайся на месте, Иван, шлюз ещё закрыт.",Подождите
"Постой на месте, электрик, не трогай панель управления.",Подождите
"Грейс, подожди сигнала перед выходом.",Подождите
"Задержись у панели, я проверяю питание.",Подождите
"Жди подтверждения от капитана, механик.",Подождите
"Леон, оставайся в отсеке до моего сигнала.",Подождите
"Оставайся на месте, Грейс, шлюз ещё закрыт.",Подождите
"Не двигайся, Митчел, идёт продувка.",Подождите
"Харпер, оставайся в отсеке до моего сигнала.",Подождите
"Не шевелись, офицер, пока идёт диагностика.",Подождите
"Постой, пока я не скажу идти дальше.",Подождите
"Подожди немного, капитан, там может быть утечка.",Подождите
"Постой на месте, пилот, не трогай панель управления.",Подождите
"Жди подтверждения от капитана, медик.",Подождите
"Харпер, не двигайся, жди когда я дам сигнал.",Подождите
"капитан, стой спокойно, я закрою клапаны.",Подождите
"офицер, стой спокойно, пока я осматриваю систему.",Подождите
"Постой у консоли, Грейс, не нажимай ничего.",Подождите
"Оливия, оставайся в отсеке до моего сигнала.",Подождите
"Подожди немного, механик, там может быть утечка.",Подождите
"Харпер, стой на месте, пока я проверяю отсек.",Подождите
"Не двигайся, идёт проверка систем.",Подождите
"Не шевелись, капитан, пока идёт диагностика.",Подождите
"Митчел, подожди сигнала перед выходом.",Подождите
"Оставайся у шлюза, Иван, не заходи внутрь.",Подождите
"Джек, не двигайся, жди когда я дам сигнал.",Подождите
"Ричард, подожди сигнала перед выходом.",Подождите
"Постой на месте, медик, не трогай панель управления.",Подождите
"Оставайся на месте, пока я не проверю отсек.",Подождите
"Свен, не двигайся, жди когда я дам сигнал.",Подождите
"механик, замри, пока не откроется дверь.",Подождите
"механик, не лезь пока, жди моего приказа.",Подождите
"Ричард, не двигайся, жди когда я дам сигнал.",Подождите
"Ричард, не шевелись, герметизация не завершена.",Подождите
"капитан, жди команды, не двигайся пока.",Подождите
"механик, подожди подтверждения герметизации.",Подождите
"Подожди немного, медик, там может быть утечка.",Подождите
"Ричард, не шевелись, уровень воды нестабилен.",Подождите
"Постой у консоли, Харпер, не нажимай ничего.",Подождите
"Оливия, стой на месте, пока я проверяю отсек.",Подождите
"Леон, подожди сигнала перед выходом.",Подождите
"Постой на месте, капитан, не трогай панель управления.",Подождите
"Механик, залатай пробоину в корпусе возле реактора!",Устранить утечки
"Вода поступает в балластную цистерну через трещину!",Устранить утечки
"Капитан, в капитанском мостике течет иллюминатор!",Устранить утечки
"Инженер, нужна сварка в машинном отделении - течь в трубах!",Устранить утечки
"Джексон, проверь аккумуляторный отсек на течи!",Устранить утечки
"Врач, в медицинском бачке появилась трещина!",Устранить утечки
"Миллер, принеси паяльник в шлюзовую камеру!",Устранить утечки
"Офицер безопасности, в арсенале пробоина в стене!",Устранить утечки
"Разгерметизация в шлюзе - поврежден дверной механизм!",Устранить утечки
"Вильсон, завари трещину в топливной магистрали реактора!",Устранить утечки
"Вода поступает через вентиляционную систему кубрика!",Устранить утечки
"Инженер, залатай дыру в системе охлаждения реактора!",Устранить утечки
"Браун, в отсеке с суперкапacиторами течет через потолок!",Устранить утечки
"Капитан, требуется сварка в навигационной рубке!",Устранить утечки
"Дэвис, в медицинском шкафу лопнул сварной шов!",Устранить утечки
"Помощник, залатай пробоину в коридоре у кислородного генератора!",Устранить утечки
"Офицер, в оружейном сейфе вода через стенную панель!",Устранить утечки
"Разгерметизация в отсеке с кислородными баллонами!",Устранить утечки
"Андерсон, завари дыру возле сонарной станции!",Устранить утечки
"Вода хлещет из трубы охлаждения в машинном отделении!",Устранить утечки
"Инженер, трещина в переборке реакторного отсека!",Устранить утечки
"Капитан, в каюте капитана течет через пол!",Устранить утечки
"Томпсон, в медицинской камере хранения поступает вода!",Устранить утечки
"Мартин, принеси инструменты для заделки течи в балласте!",Устранить утечки
"Офицер безопасности, проверь все шлюзы на утечки!",Устранить утечки
"Разгерметизация в системе вентиляции машинного отделения!",Устранить утечки
"Гарсия, залатай пробоину возле гребных винтов!",Устранить утечки
"Вода сочится через потолок в кают-компании!",Устранить утечки
"Инженер, завари трещину в балластной системе!",Устранить утечки
"Родригес, в радиорубке течь через коммуникационную панель!",Устранить утечки
"Врач, в холодильнике с медикаментами разгерметизация!",Устранить утечки
"Помощник, залатай дыру в жилом отсеке у душевых!",Устранить утечки
"Ли, в камере заключения вода через решетку вентиляции!",Устранить утечки
"Разгерметизация в отсеке с запасными деталями!",Устранить утечки
"Механик, завари пробоину в системе фильтрации воды!",Устранить утечки
"Вода поступает через треснувшую трубу в электрощитовой!",Устранить утечки
"Инженер, залатай течь в охлаждении реактора!",Устранить утечки
"Капитан, в сейфе капитана появилась трещина в стене!",Устранить утечки
"Врач, в лабораторном столе течет через вентиляцию!",Устранить утечки
"Уокер, принеси заплатки для корпуса в носовой части!",Устранить утечки
"Офицер безопасности, завари дыру в оружейном складе!",Устранить утечки
"Разгерметизация в системе кондиционирования мостика!",Устранить утечки
"Холл, залатай трещину возле гидравлики шлюза!",Устранить утечки
"Вода бьет из-под панели управления в машинном отделении!",Устранить утечки
"Инженер, завари пробоину в распределительном щите!",Устранить утечки
"Капитан, в каюте капитана течет через потолок!",Устранить утечки
"Янг, в стерилизаторе разгерметизация пола!",Устранить утечки
"Помощник, залатай течь в грузовом отсеке у контейнеров!",Устранить утечки
"Офицер, в посту охраны вода через стену!",Устранить утечки
"Разгерметизация в отсеке с пищевыми запасами!",Устранить утечки
"Кинг, завари дыру в системе отопления кубрика!",Устранить утечки
"Вода поступает через поврежденный клапан в реакторном отсеке!",Устранить утечки
"Инженер, залатай трещину в переборке аккумуляторной!",Устранить утечки
"Райт, в коммуникационной рубке течь через панель!",Устранить утечки
"Врач, в морозильной камере разгерметизация стены!",Устранить утечки
"Скотт, принеси сварку в носовой отсек к сонару!",Устранить утечки
"Офицер безопасности, проверь все шлюзы на течи!",Устранить утечки
"Разгерметизация в системе водоснабжения камбуза!",Устранить утечки
"Грин, залатай пробоину возле радарной станции!",Устранить утечки
"Вода сочится через пол в каюте экипажа!",Устранить утечки
"Инженер, завари трещину в балластной цистерне номер 2!",Устранить утечки
"Адамс, в кабинете капитана течет через стену!",Устранить утечки
"Врач, в аптечном шкафу вода через потолочную плитку!",Устранить утечки
"Бейкер, залатай дыру в техническом тоннеле у проводки!",Устранить утечки
"Нельсон, в оружейной разгерметизация через пол!",Устранить утечки
"Разгерметизация в отсеке с запасным оборудованием!",Устранить утечки
"Картер, завари пробоину в системе вентиляции!",Устранить утечки
"Вода хлещет из трубы охлаждения реактора!",Устранить утечки
"Митчелл, залатай течь в переборке машинного отделения!",Устранить утечки
"Перес, в наблюдательном посту треснуло стекло!",Устранить утечки
"Врач, в изоляционной камере течет через решетку!",Устранить утечки
"Робертс, принеси инструменты для сварки в кормовой отсек!",Устранить утечки
"Тёрнер, завари дыру в коридоре у поста охраны!",Устранить утечки
"Разгерметизация в канализационной системе душевой!",Устранить утечки
"Филиппс, залатай трещину возле сонарного оборудования!",Устранить утечки
"Вода поступает через потолок в спортзале!",Устранить утечки
"Кэмпбелл, завари пробоину в навигационной электронике!",Устранить утечки
"Паркер, в столовой капитана течь через пол!",Устранить утечки
"Эванс, в палате пациентов разгерметизация стены!",Устранить утечки
"Помощник, залатай течь в системе кондиционирования!",Устранить утечки
"Эдвардс, в арсенале вода через потолочную панель!",Устранить утечки
"Разгерметизация в отсеке с аварийным снаряжением!",Устранить утечки
"Коллинз, завари дыру в корпусе под килем!",Устранить утечки
"Вода бьет из поврежденной трубы в реакторном отсеке!",Устранить утечки
"Стюарт, залатай трещину в системе водяных фильтров!",Устранить утечки
"Моррис, в рубке управления течет через окно!",Устранить утечки
"Врач, в лабораторном холодильнике разгерметизация!",Устранить утечки
"Роджерс, принеси материалы для заделки течи в балласте!",Устранить утечки
"Рид, проверь все вентиляционные шахты на утечки!",Устранить утечки
"Кук, залатай пробоину возле дизельного генератора!",Устранить утечки
"Вода поступает через трещину в корпусе грузового отсека!",Устранить утечки
"Морган, завари течь в системе гидравлики!",Устранить утечки
"Белл, в каюте старпомa течет через потолок!",Устранить утечки
"Мерфи, в медицинском хранилище разгерметизация!",Устранить утечки
"Бейли, залатай дыру у пульта управления реактором!",Устранить утечки
"Ривера, в оружейном сейфе вода через пол!",Устранить утечки
"Разгерметизация в отсеке с запасными батареями!",Устранить утечки
"Кокс, завари пробоину в системе вентиляции камбуза!",Устранить утечки
"Ховард, вода хлещет из трубы в аккумуляторном отсеке!",Устранить утечки
"Уорд, залатай трещину в переборке у шлюза 2!",Устранить утечки
"Торрес, в радиорубке течь через коммуникационный щит!",Устранить утечки
"Питерсон, в холодильнике с реагентами разгерметизация!",Устранить утечки
"Грей, залатай дыру в жилом отсеке у вентиляции!",Устранить утечки
"Рамирес, в камере хранения оружия вода через стену!",Устранить утечки
"Джеймс, разгерметизация в отсеке с инструментами!",Устранить утечки
"Уотсон, завари пробоину в системе охлаждения!",Устранить утечки
"Брукс, вода поступает через поврежденный клапан!",Устранить утечки
"Келли, залатай течь в балластной системе номер 3!",Устранить утечки
"Сандерс, в каюте механика течет через пол!",Устранить утечки
"Прайс, в медицинской тумбе разгерметизация!",Устранить утечки
"Беннетт, принеси сварку к навигационному оборудованию!",Устранить утечки
"Вуд, завари дыру в коридоре у кислородного генератора!",Устранить утечки
"Разгерметизация в системе кондиционирования!",Устранить утечки
"Барнс, залатай трещину возле гидравлики!",Устранить утечки
"Росс, вода бьет из-под панели в электрощитовой!",Устранить утечки
"Хендерсон, завари пробоину в распределительном щите!",Устранить утечки
"Коулман, в каюте инженера течет через потолок!",Устранить утечки
"Дженкинс, в холодильнике с образцами разгерметизация!",Устранить утечки
"Перри, залатай течь в грузовом отсеке у ящиков!",Устранить утечки
"Пауэлл, в посту безопасности вода через стену!",Устранить утечки
"Разгерметизация в отсеке с запасными деталями!",Устранить утечки
"Лонг, завари дыру в системе отопления!",Устранить утечки
"Паттерсон, вода поступает через поврежденный вентиль!",Устранить утечки
"Хьюз, залатай трещину в переборке машинного отделения!",Устранить утечки
"Флорес, в коммуникационном центре течь через панель!",Устранить утечки
"Вашингтон, в морозильной камере разгерметизация!",Устранить утечки
"Батлер, принеси сварку в кормовой отсек к двигателям!",Устранить утечки
"Симмонс, проверь все технические тоннели на течи!",Устранить утечки
"Разгерметизация в системе водоснабжения!",Устранить утечки
"Фостер, залатай пробоину возле радарного оборудования!",Устранить утечки
"Гонсалес, вода сочится через пол в каюте помощника!",Устранить утечки
"Брайант, завари трещину в балластной цистерне 1!",Устранить утечки
"Александр, в кабинете штурмана течет через стену!",Устранить утечки
"Рассел, в аптечном шкафу вода через потолок!",Устранить утечки
"Гриффин, залатай дыру в техническом отсеке!",Устранить утечки
"Диаз, в оружейной разгерметизация через пол!",Устранить утечки
"Разгерметизация в отсеке с аварийным снаряжением!",Устранить утечки
"Хейс, завари пробоину в системе вентиляции!",Устранить утечки
"Майерс, вода хлещет из трубы в реакторном отсеке!",Устранить утечки
"Форд, залатай течь в переборке аккумуляторной!",Устранить утечки
"Хамильтон, в наблюдательном посту треснуло стекло!",Устранить утечки
"Грэхем, в изоляторе течет через решетку вентиляции!",Устранить утечки
"Салливан, принеси инструменты для сварки в носовую часть!",Устранить утечки
"Уоллес, завари дыру в коридоре у медицинского отсека!",Устранить утечки
"Разгерметизация в канализационной системе!",Устранить утечки
"Вудс, залатай трещину возле сонарного оборудования!",Устранить утечки
"Коул, вода поступает через потолок в спортзале!",Устранить утечки
"Уэст, завари пробоину в навигационной системе!",Устранить утечки
"Джордан, в столовой экипажа течь через пол!",Устранить утечки
"Оуэнс, в палате пациентов разгерметизация стены!",Устранить утечки
"Рейнольдс, залатай течь в системе кондиционирования!",Устранить утечки
"Фишер, в арсенале вода через потолочную панель!",Устранить утечки
"Разгерметизация в отсеке с запасными частями!",Устранить утечки
"Эллис, завари дыру в корпусе у киля!",Устранить утечки
"Харрисон, вода бьет из поврежденной трубы!",Устранить утечки
"Гибсон, залатай трещину в системе фильтров!",Устранить утечки
"Макдональд, в рубке управления течет через окно!",Устранить утечки
"Круз, в лабораторном столе разгерметизация!",Устранить утечки
"Маршалл, принеси материалы для заделки течи!",Устранить утечки
"Ортис, проверь все шлюзовые камеры на утечки!",Устранить утечки
"Разгерметизация в системе вентиляции!",Устранить утечки
"Гомес, залатай пробоину возле гребных винтов!",Устранить утечки
"Мюррей, вода поступает через трещину в корпусе!",Устранить утечки
"Фриман, завари течь в системе гидравлики!",Устранить утечки
"Уэллс, в каюте офицера течет через потолок!",Устранить утечки
"Вебб, в медицинском шкафу разгерметизация!",Устранить утечки
"Симпсон, залатай дыру у пульта управления!",Устранить утечки
"Стивенс, в оружейном сейфе вода через пол!",Устранить утечки
"Такер, разгерметизация в отсеке с батареями!",Устранить утечки
"Портер, завари пробоину в системе вентиляции!",Устранить утечки
"Хантер, вода хлещет из трубы в машинном отделении!",Устранить утечки
"Хикс, залатай трещину в переборке у шлюза!",Устранить утечки
"Кроуфорд, в радиорубке течь через панель!",Устранить утечки
"Генри, в холодильнике с реагентами разгерметизация!",Устранить утечки
"Бойд, залатай дыру в жилом отсеке!",Устранить утечки
"Мэйсон, в камере хранения оружия вода через стену!",Устранить утечки
"Моралес, разгерметизация в отсеке с инструментами!",Устранить утечки
"Кеннеди, завари пробоину в системе охлаждения!",Устранить утечки
"Уоррен, вода поступает через поврежденный клапан!",Устранить утечки
"Диксон, залатай течь в балластной системе!",Устранить утечки
"Рамос, в каюте техника течет через пол!",Устранить утечки
"Рейес, в медицинской тумбе разгерметизация!",Устранить утечки
"Бернс, принеси сварку к навигационному оборудованию!",Устранить утечки
"Гордон, завари дыру в коридоре у генератора!",Устранить утечки
"Разгерметизация в системе кондиционирования!",Устранить утечки
"Шоу, залатай трещину возле гидравлики!",Устранить утечки
"Холмс, вода бьет из-под панели в щитовой!",Устранить утечки
"Рис, завари пробоину в распределительном щите!",Устранить утечки
"Робертсон, в каюте электрика течет через потолок!",Устранить утечки
"Хант, в холодильнике с образцами разгерметизация!",Устранить утечки
"Блэк, залатай течь в грузовом отсеке!",Устранить утечки
"Дэниелс, в посту охраны вода через стену!",Устранить утечки
"Палмер, разгерметизация в отсеке с запчастями!",Устранить утечки
"Миллс, завари дыру в системе отопления!",Устранить утечки
"Николс, вода поступает через поврежденный вентиль!",Устранить утечки
"Грант, залатай трещину в переборке машотсека!",Устранить утечки
"Найт, в коммуникационном центре течь через панель!",Устранить утечки
"Фергюсон, в морозильной камере разгерметизация!",Устранить утечки
"Роуз, принеси сварку в кормовой отсек!",Устранить утечки
"Стоун, проверь все технические тоннели на течи!",Устранить утечки
"Механик, убери пустые топливные стержни из реакторного отсека!",Очистить элементы
"Инженер, собери разбросанные инструменты у станка!",Очистить элементы
"Кто оставил пустые банки от еды в коридоре? Уберите!",Очистить элементы
"Врач, прибери использованные шприцы и бинты!",Очистить элементы
"Офицер, в арсенале валяются пустые обоймы - собери!",Очистить элементы
"Помощник, убери водоросли из балластных цистерн!",Очистить элементы
"В шлюзовой камере плавает мусор после погружения!",Очистить элементы
"Собрать разлитое топливо у заправочной станции!",Очистить элементы
"Кто-то разбросал детали у fabricator - убери!",Очистить элементы
"В медицинском отсеке валяются пустые упаковки медикаментов!",Очистить элементы
"Убрать пустые кислородные баллоны из хранилища!",Очистить элементы
"В жилом отсеке повсюду разбросана одежда!",Очистить элементы
"Собрать сломанные детали после ремонта реактора!",Очистить элементы
"В камбузе гора грязной посуды - нужно вымыть!",Очистить элементы
"Убрать пустые патронные коробки из оружейной!",Очистить элементы
"В коридоре плавают обломки после столкновения!",Очистить элементы
"Прибрать разлитые химикаты у research station!",Очистить элементы
"Собрать пустые батарейки у дефибриллятора!",Очистить элементы
"Убрать мусор из фильтров системы вентиляции!",Очистить элементы
"В грузовом отсеке разорвался ящик с припасами!",Очистить элементы
"Собрать сломанные лампочки после короткого замыкания!",Очистить элементы
"Убрать пустые канистры из отсека с топливом!",Очистить элементы
"Прибрать медицинские отходы после операции!",Очистить элементы
"В аккумуляторном отсеке валяются старые провода!",Очистить элементы
"Собрать разбросанные патроны в тире!",Очистить элементы
"Убрать пустые упаковки от еды из холодильника!",Очистить элементы
"В машинном отделении разлито масло - вытереть!",Очистить элементы
"Прибрать использованные батареи у фонарей!",Очистить элементы
"Собрать битое стекло от разбитого монитора!",Очистить элементы
"Убрать пустые баллончики от спрея из аптечки!",Очистить элементы
"В научной лаборатории разлиты реагенты!",Очистить элементы
"Собрать старые картриджи от противогазов!",Очистить элементы
"Убрать мусор из дренажной системы!",Очистить элементы
"Прибрать пустые упаковки от патронов!",Очистить элементы
"В каюте капитана разбросаны документы!",Очистить элементы
"Собрать использованные медикаменты у койки!",Очистить элементы
